versao,bloco,p,r,eligible,d1,Delta,L2_sobre_L0,zeros_rel_sup,orcamento_rel,P0_rel,fr_P0,P1a_rel,fr_P1a,P1b_rel,fr_P1b,P2_rel,fr_P2,P3_rel,fr_P3,fr_proximos,fr_distantes,fr_L0,fr_L2
m4-v1,b06,17,1,True,4,0.5,16.39468476,1.0332117e-05,1.0332164835867512e-05,1.73896e-07,0.016830616515115044,6.325428e-06,0.612209901101642,3.832727e-06,0.3709525138250871,2e-12,1.93571059887692e-07,7e-11,6.7749870960692205e-06,0.6290405176167571,0.37095948238324294,0.016830616515115044,0.9831693834848849
m4-v1,b06,19,1,True,4,0.5,16.39468476,1.0463209e-05,1.0463255473911812e-05,1.76102e-07,0.016830583795762945,6.405684e-06,0.6122099767815128,3.881356e-06,0.3709525581718964,2e-12,1.9114585633056916e-07,7e-11,6.690104971569921e-06,0.6290405605772758,0.37095943942272425,0.016830583795762945,0.983169416204237
m4-v1,b06,23,1,True,4,0.5,16.39468476,1.3327994e-05,1.3328055232015442e-05,2.24318e-07,0.016830582232893156,8.159535e-06,0.6122100090036013,4.944056e-06,0.37095258103241296,2e-12,1.5006002400960383e-07,8.9e-11,6.6776710684273714e-06,0.6290405912364946,0.3709594087635054,0.016830582232893156,0.9831694177671069
m4-v1,b06,5,2,False,4,0.5,16.39468476,2.2140706e-05,2.2140804415532132e-05,3.72641e-07,0.016830578129981632,1.3554768e-05,0.6122100945890948,8.213155e-06,0.3709525975970151,2e-12,9.033132763158982e-08,1.47e-10,6.639352580921853e-06,0.6290406727190764,0.3709593272809236,0.016830578129981632,0.9831694218700183
m4-v1,b06,3,3,False,4,0.5,16.39468476,4.1387517e-05,4.138771068668406e-05,6.96574e-07,0.01683053126904937,2.5337862e-05,0.6122101581193926,1.5352811e-05,0.37095264193510685,2e-12,4.8323742399369973e-08,2.74e-10,6.620352708713686e-06,0.629040689388442,0.37095931061155796,0.01683053126904937,0.9831694687309507
m4-v1,b06,29,1,True,4,0.5,16.39468476,1.1976106e-05,1.1976161180615323e-05,2.01565e-07,0.016830586017349703,7.331896e-06,0.6122099883326084,4.44257e-06,0.37095257868725856,2e-12,1.6699909227643393e-07,8e-11,6.679963691057357e-06,0.6290405743499582,0.3709594256500418,0.016830586017349703,0.9831694139826503
m4-v1,b06,31,1,True,4,0.5,16.39468476,1.2857933e-05,1.2857990644196604e-05,2.16407e-07,0.016830613366574532,7.871759e-06,0.6122100128177618,4.769685e-06,0.37095252979501614,2e-12,1.5554592380629587e-07,8.6e-11,6.6884747236707225e-06,0.6290406261843363,0.3709593738156637,0.016830613366574532,0.9831693866334255
m4-v1,b06,2,5,False,4,0.5,16.39468476,5.7431356e-05,5.743163577895598e-05,9.666e-07,0.01683052516096475,3.5160065e-05,0.6122101786092035,2.1304316e-05,0.37095264481186,2e-12,3.482417786253828e-08,3.8e-10,6.616593793882273e-06,0.6290407037701682,0.3709592962298318,0.01683052516096475,0.9831694748390353
m4-v1,b06,37,1,True,4,0.5,16.39468476,1.1620636e-05,1.1620693823299373e-05,1.95583e-07,0.016830652142054446,7.114273e-06,0.6122099267656704,4.310707e-06,0.3709525367916388,2e-12,1.7210751590940365e-07,7.8e-11,6.712193120466743e-06,0.6290405789077248,0.3709594210922752,0.016830652142054446,0.9831693478579455
m4-v1,b06,41,1,True,4,0.5,16.39468476,1.1955506e-05,1.1955560429837018e-05,2.01219e-07,0.01683064541019695,7.319284e-06,0.6122099486655236,4.434928e-06,0.3709525471638063,2e-12,1.6728684080724933e-07,8e-11,6.6914736322899735e-06,0.6290405940757205,0.37095940592427945,0.01683064541019695,0.983169354589803
m4-v1,b06,43,1,True,4,0.5,16.39468476,1.3733108e-05,1.37331686426802e-05,2.31137e-07,0.01683063165203233,8.40755e-06,0.6122099756683025,5.094334e-06,0.37095254791065246,2e-12,1.4563338324917544e-07,9.2e-11,6.69913562946207e-06,0.6290406073203348,0.37095939267966516,0.01683063165203233,0.9831693683479676
m4-v1,b06,47,1,True,4,0.5,16.39468476,1.4790344e-05,1.4790409922148772e-05,2.4893e-07,0.01683056744224664,9.054801e-06,0.6122100144885,5.486519e-06,0.37095258929284375,2e-12,1.3522329524160718e-07,9.9e-11,6.693553114459556e-06,0.6290405819307466,0.37095941806925337,0.01683056744224664,0.9831694325577534
m4-v1,b06,7,2,False,4,0.5,16.39468476,3.0250101e-05,3.0250234813220273e-05,5.09126e-07,0.016830551481006283,1.8519422e-05,0.6122101117787745,1.1221357e-05,0.3709526260203765,2e-12,6.611546643073141e-08,2.01e-10,6.6446043762885075e-06,0.6290406632597807,0.3709593367402193,0.016830551481006283,0.9831694485189937
m4-v1,b06,53,1,True,4,0.5,16.39468476,1.4095207e-05,1.40952704637517e-05,2.37231e-07,0.016830606473942147,8.629231e-06,0.6122100026292613,5.228656e-06,0.37095258007434295,2e-12,1.4189213445074334e-07,9.4e-11,6.668930319184937e-06,0.6290406091032034,0.37095939089679664,0.016830606473942147,0.9831693935260578
m4-v1,b06,59,1,False,4,0.5,16.39468476,1.5995408e-05,1.5995481736116515e-05,2.69212e-07,0.016830573011078487,9.792553e-06,0.6122099989278177,5.933541e-06,0.3709526136083371,2e-12,1.2503583058020063e-07,1.07e-10,6.689416936040734e-06,0.6290405719388962,0.3709594280611038,0.016830573011078487,0.9831694269889215
m4-v1,b06,61,1,False,4,0.5,16.39468476,1.6397287e-05,1.6397359271448192e-05,2.75976e-07,0.01683058295049067,1.0038588e-05,0.6122100763827297,6.082618e-06,0.3709525712567312,2e-12,1.219713522225894e-07,1.09e-10,6.647438696131123e-06,0.6290406593332204,0.3709593406667796,0.01683058295049067,0.9831694170495093
m4-v1,b06,2,6,False,4,0.5,16.39468476,8.1961242e-05,8.196160947065939e-05,1.37945e-06,0.01683051483061849,5.0177512e-05,0.6122101996299519,3.0403743e-05,0.3709526604572932,2e-12,2.440177582459457e-08,5.41e-10,6.600680360552831e-06,0.6290407144605704,0.3709592855394296,0.01683051483061849,0.9831694851693815
m4-v1,b06,67,1,False,4,0.5,16.39468476,1.7180938e-05,1.7181023013589935e-05,2.89165e-07,0.016830564325769043,1.0518347e-05,0.6122100385048669,6.373316e-06,0.3709525872994763,2e-12,1.164080322706347e-07,1.15e-10,6.693461855561496e-06,0.629040602830636,0.370959397169364,0.016830564325769043,0.983169435674231
m4-v1,b06,71,1,False,4,0.5,16.39468476,1.4184383e-05,1.4184448806513692e-05,2.38732e-07,0.016830614499460324,8.683825e-06,0.6122099716660356,5.261736e-06,0.3709525753310505,2e-12,1.4100007120503594e-07,9.5e-11,6.697503382239208e-06,0.6290405861654961,0.3709594138345039,0.016830614499460324,0.9831693855005397
m4-v1,b06,73,1,False,4,0.5,16.39468476,1.6265933e-05,1.6266008103951354e-05,2.73765e-07,0.01683056846579838,9.958171e-06,0.6122100298052268,6.033892e-06,0.37095257765321754,2e-12,1.2295631995177161e-07,1.09e-10,6.701119437371553e-06,0.6290405982710251,0.3709594017289749,0.01683056846579838,0.9831694315342017
m4-v1,b06,79,1,False,4,0.5,16.39468476,1.7602401e-05,1.7602489230763948e-05,2.96259e-07,0.016830594995866477,1.0776371e-05,0.6122100453528858,6.529659e-06,0.3709525992125623,2e-12,1.13620818242595e-07,1.17e-10,6.646817867191808e-06,0.6290406403487524,0.3709593596512476,0.016830594995866477,0.9831694050041335
m4-v1,b06,3,4,False,4,0.5,16.39468476,5.9271156e-05,5.9271458662547316e-05,9.97565e-07,0.016830528532062045,3.6286409e-05,0.6122101737737119,2.1986795e-05,0.3709526502795297,2e-12,3.3743221809229557e-08,3.92e-10,6.613671474608993e-06,0.6290407023057739,0.3709592976942261,0.016830528532062045,0.983169471467938
m4-v1,b06,83,1,False,4,0.5,16.39468476,1.812425e-05,1.8124340177562837e-05,3.05042e-07,0.016830593386531652,1.1095852e-05,0.6122100343203034,6.72324e-06,0.3709525858080692,2e-12,1.1034935114857397e-07,1.21e-10,6.676135744488725e-06,0.6290406277068351,0.3709593722931649,0.016830593386531652,0.9831694066134683
m4-v1,b06,89,1,False,4,0.5,16.39468476,1.8438025e-05,1.8438112326517898e-05,3.10323e-07,0.016830593245016238,1.1287948e-05,0.6122100564859665,6.839635e-06,0.370952570803249,2e-12,1.0847145229336039e-07,1.23e-10,6.670994316041663e-06,0.6290406497309827,0.3709593502690173,0.016830593245016238,0.9831694067549838
m4-v1,b06,97,1,False,4,0.5,16.39468476,1.7913937e-05,1.7914029593670896e-05,3.01502e-07,0.01683057622598351,1.0967097e-05,0.6122100750119571,6.645224e-06,0.3709525942472523,2e-12,1.1164487284318851e-07,1.19e-10,6.6428699341697166e-06,0.6290406512379406,0.3709593487620594,0.01683057622598351,0.9831694237740165
m4-v1,b06,101,1,False,4,0.5,16.39468476,1.7971962e-05,1.7972052645157832e-05,3.02479e-07,0.016830598806396785,1.100262e-05,0.6122100477693903,6.666748e-06,0.37095256507509,2e-12,1.112844118527024e-07,1.2e-10,6.6770647111621445e-06,0.6290406465757871,0.37095935342421293,0.016830598806396785,0.9831694011936032
m4-v1,b06,103,1,False,4,0.5,16.39468476,1.4218616e-05,1.4218695757776694e-05,2.39308e-07,0.016830603075980003,8.704783e-06,0.6122099868601903,5.274435e-06,0.37095258802487413,2e-12,1.406605970212446e-07,9.5e-11,6.681378358509119e-06,0.6290405899361704,0.3709594100638296,0.016830603075980003,0.98316939692402
m4-v1,b06,107,1,False,4,0.5,16.39468476,1.462206e-05,1.4622141033519642e-05,2.46098e-07,0.016830588999489606,8.951776e-06,0.6122100247523145,5.424093e-06,0.3709525472698217,2e-12,1.3677956748522624e-07,9.8e-11,6.702198806776086e-06,0.6290406137518041,0.3709593862481959,0.016830588999489606,0.9831694110005104
m4-v1,b06,109,1,False,4,0.5,16.39468476,1.8342686e-05,1.8342777751970437e-05,3.08718e-07,0.016830572088328152,1.1229581e-05,0.6122100834490379,6.804269e-06,0.37095258427716066,2e-12,1.090352495696924e-07,1.22e-10,6.651150223751236e-06,0.6290406555373661,0.3709593444626339,0.016830572088328152,0.9831694279116718
m4-v1,b06,113,1,False,4,0.5,16.39468476,1.5059438e-05,1.5059520724055929e-05,2.53459e-07,0.01683056712913391,9.219543e-06,0.6122100117235396,5.58634e-06,0.37095258158584193,2e-12,1.3280701911657433e-07,1.01e-10,6.7067544653870045e-06,0.6290405788526735,0.3709594211473265,0.01683056712913391,0.9831694328708661
m4-v1,b06,11,2,False,4,0.5,16.39468476,4.0315757e-05,4.031595590870803e-05,6.78536e-07,0.01683053804958279,2.468172e-05,0.612210151840357,1.4955239e-05,0.3709526377820845,2e-12,4.9608386436630596e-08,2.67e-10,6.622719589290185e-06,0.6290406898899398,0.3709593101100602,0.01683053804958279,0.9831694619504172
m4-v1,b06,5,3,False,4,0.5,16.39468476,5.9794768e-05,5.9795056927190934e-05,1.006377e-06,0.01683051766363395,3.660697e-05,0.6122101908103207,2.218103e-05,0.370952652149835,2e-12,3.3447739095058705e-08,3.95e-10,6.605928471274094e-06,0.6290407084739547,0.37095929152604534,0.01683051766363395,0.983169482336366
m4-v1,b06,127,1,False,4,0.5,16.39468476,1.5165204e-05,1.5165275024221946e-05,2.55239e-07,0.016830561528656706,9.284294e-06,0.6122100518225596,5.625574e-06,0.37095259478767517,2e-12,1.3188079822171931e-07,1.01e-10,6.659980310196825e-06,0.6290406133512164,0.3709593866487836,0.016830561528656706,0.9831694384713433
m4-v1,b06,2,7,False,4,0.5,16.39468476,0.000137848056,0.0001378486685880392,2.320053e-06,0.016830508650894197,8.4391992e-05,0.6122102173623595,5.1135106e-05,0.37095266526126425,2e-12,1.4508727732421801e-08,9.09e-10,6.594216754385708e-06,0.6290407260132536,0.37095927398674644,0.016830508650894197,0.9831694913491058
m4-v1,b06,131,1,False,4,0.5,16.39468476,1.8001169e-05,1.8001256923768958e-05,3.0297e-07,0.016830567069618118,1.1020501e-05,0.6122100578317772,6.677583e-06,0.3709525977636128,2e-12,1.1110385232609247e-07,1.2e-10,6.666231139565548e-06,0.6290406249013953,0.37095937509860466,0.016830567069618118,0.9831694329303818
m4-v1,b06,137,1,False,4,0.5,16.39468476,1.7848157e-05,1.7848240699494647e-05,3.00395e-07,0.016830582686263973,1.0926825e-05,0.6122100289979406,6.620823e-06,0.37095260890700016,2e-12,1.1205634372252517e-07,1.19e-10,6.667352451490249e-06,0.6290406116842046,0.37095938831579545,0.016830582686263973,0.983169417313736
m4-v1,b06,139,1,False,4,0.5,16.39468476,1.8678353e-05,1.8678438210150773e-05,3.14367e-07,0.016830547051804715,1.143508e-05,0.6122100983282311,6.928786e-06,0.3709526088453488,2e-12,1.0707578754643275e-07,1.24e-10,6.638698827878831e-06,0.6290406453800358,0.3709593546199642,0.016830547051804715,0.9831694529481952
m4-v1,b06,2,1,True,4,1,11.46737476,1.1141158e-05,1.1141226488405681e-05,2.66158e-07,0.023889604353728208,6.77176e-06,0.6078144079020827,4.10317e-06,0.36828916619484287,2e-12,1.7951445647869468e-07,7.4e-11,6.642034889711703e-06,0.631704012255811,0.36829598774418904,0.023889604353728208,0.9761103956462718
m4-v1,b06,3,1,True,4,1,11.46737476,9.793645e-06,9.793705235900252e-06,2.33967e-07,0.023889658321533173,5.952722e-06,0.6078143270763552,3.606895e-06,0.3682890713290609,2e-12,2.0421391325728137e-07,6.6e-11,6.739059137490285e-06,0.6317039853978884,0.3682960146021116,0.023889658321533173,0.9761103416784668
m4-v1,b06,2,2,False,4,1,11.46737476,1.7539426e-05,1.7539535118025218e-05,4.19009e-07,0.023889542147088914,1.0660721e-05,0.6078144947909373,6.459584e-06,0.3682892353640642,2e-12,1.1402877812690855e-07,1.16e-10,6.613669131360696e-06,0.6317040369380262,0.36829596306197376,0.023889542147088914,0.9761104578529111
m4-v1,b06,5,1,True,4,1,11.46737476,8.613033e-06,8.613086648573916e-06,2.05762e-07,0.023889590667174426,5.235129e-06,0.6078143141097685,3.172089e-06,0.3682891290415463,2e-12,2.3220605036084822e-07,5.8e-11,6.733975460464598e-06,0.6317039047769429,0.36829609522305706,0.023889590667174426,0.9761104093328256
m4-v1,b06,7,1,True,4,1,11.46737476,8.215197e-06,8.215247663484063e-06,1.96258e-07,0.023889610518449757,4.993318e-06,0.6078143169438418,3.02557e-06,0.36828913418207676,2e-12,2.4345107479389127e-07,5.5e-11,6.694904556832009e-06,0.6317039274622915,0.36829607253770846,0.023889610518449757,0.9761103894815503
m4-v1,b06,2,3,False,4,1,11.46737476,2.5301695e-05,2.5301853417990984e-05,6.04446e-07,0.02388953913060868,1.5378742e-05,0.6078145256789445,9.318345e-06,0.36828925579789057,2e-12,7.904606575478598e-08,1.67e-10,6.600346490524629e-06,0.6317040648095531,0.3682959351904469,0.02388953913060868,0.9761104608693913
m4-v1,b06,3,2,False,4,1,11.46737476,1.3007102e-05,1.3007183750112874e-05,3.10734e-07,0.02388955147527402,7.905908e-06,0.6078143882702913,4.790378e-06,0.3682892178423353,2e-12,1.5376206964975845e-07,8.7e-11,6.688650029764493e-06,0.6317039397455654,0.3682960602544346,0.02388955147527402,0.976110448524726
m4-v1,b06,11,1,True,4,1,11.46737476,7.780556e-06,7.780604216084206e-06,1.85875e-07,0.02388966246911213,4.729137e-06,0.6078143198396209,2.865496e-06,0.3682890773185793,2e-12,2.570508402863444e-07,5.2e-11,6.683321847444954e-06,0.631703982308733,0.36829601769126696,0.02388966246911213,0.9761103375308878
m4-v1,b06,13,1,True,4,1,11.46737476,8.719347e-06,8.7194015015724e-06,2.08302e-07,0.023889616580496285,5.299748e-06,0.6078143642079865,3.211243e-06,0.36828913796700286,2e-12,2.2937481714526297e-07,5.8e-11,6.651869697212626e-06,0.6317039807884828,0.3682960192115172,0.023889616580496285,0.9761103834195037
m4-v1,b06,2,4,False,4,1,11.46737476,3.3564373e-05,3.356458248137558e-05,8.01837e-07,0.023889522877810432,2.0400919e-05,0.6078145822391053,1.23614e-05,0.36828925093474846,2e-12,5.9586980590345505e-08,2.21e-10,6.5843613552331785e-06,0.6317041051169158,0.36829589488308423,0.023889522877810432,0.9761104771221896
m4-v1,b06,17,1,True,4,1,11.46737476,7.279133e-06,7.279178800184826e-06,1.73896e-07,0.023889635314061828,4.424365e-06,0.6078142472874543,2.680828e-06,0.3682891110763085,2e-12,2.747577323694832e-07,4.9e-11,6.731564443052339e-06,0.6317038826015161,0.3682961173984839,0.023889635314061828,0.9761103646859381
m4-v1,b06,19,1,True,4,1,11.46737476,7.37149e-06,7.371535630241451e-06,1.76102e-07,0.02388958767663986,4.4805e-06,0.6078142075909693,2.714842e-06,0.36828915053335176,2e-12,2.713153476580602e-07,5e-11,6.782883691451505e-06,0.6317037952676092,0.3682962047323908,0.02388958767663986,0.9761104123233602
m4-v1,b06,23,1,True,4,1,11.46737476,9.389774e-06,9.389832643467678e-06,2.24318e-07,0.02388959059743679,5.707243e-06,0.6078143470880042,3.458154e-06,0.36828913989465145,2e-12,2.129975356185129e-07,6.3e-11,6.709422371983157e-06,0.631703937685441,0.368296062314559,0.02388959059743679,0.9761104094025632
m4-v1,b06,5,2,False,4,1,11.46737476,1.5598463e-05,1.559855959364377e-05,3.72641e-07,0.023889586606891573,9.480976e-06,0.6078144843693003,5.744748e-06,0.3682891975943794,2e-12,1.2821770340296195e-07,1.03e-10,6.603211725252541e-06,0.6317040709761919,0.36829592902380814,0.023889586606891573,0.9761104133931084
m4-v1,b06,3,3,False,4,1,11.46737476,2.9158133e-05,2.915831317353597e-05,6.96574e-07,0.023889521893012442,1.7722742e-05,0.6078145796616169,1.0738629e-05,0.36828924507150473,2e-12,6.859148315329727e-08,1.92e-10,6.584782382716537e-06,0.6317041015546293,0.3682958984453707,0.023889521893012442,0.9761104781069876
m4-v1,b06,29,1,True,4,1,11.46737476,8.437349e-06,8.437401509131273e-06,2.01565e-07,0.023889595732311843,5.128345e-06,0.6078142972531084,3.107386e-06,0.36828911430181616,2e-12,2.3704111063241975e-07,5.7e-11,6.7556716530239625e-06,0.6317038929854202,0.3682961070145798,0.023889595732311843,0.9761104042676881
m4-v1,b06,31,1,True,4,1,11.46737476,9.058609e-06,9.058664219167473e-06,2.16407e-07,0.023889631705328936,5.505956e-06,0.6078142621345247,3.33619e-06,0.3682891514553658,2e-12,2.2078427874633386e-07,6.1e-11,6.733920501763182e-06,0.6317038938398537,0.3682961061601463,0.023889631705328936,0.976110368294671
m4-v1,b06,2,5,False,4,1,11.46737476,4.0461261e-05,4.046151092108409e-05,9.666e-07,0.023889513299484334,2.4592949e-05,0.6078145894982826,1.4901451e-05,0.3682892735838135,2e-12,4.942998820501621e-08,2.66e-10,6.5741884312671565e-06,0.6317041027977669,0.3682958972022331,0.023889513299484334,0.9761104867005157
m4-v1,b06,37,1,True,4,1,11.46737476,8.186915e-06,8.186965382062389e-06,1.95583e-07,0.023889686502448663,4.976128e-06,0.6078142676820422,3.015154e-06,0.36828908349193995,2e-12,2.442920550604977e-07,5.5e-11,6.718031514163687e-06,0.6317039541844908,0.36829604581550923,0.023889686502448663,0.9761103134975513
m4-v1,b06,41,1,True,4,1,11.46737476,8.422836e-06,8.422887135334992e-06,2.01219e-07,0.0238896771553263,5.119524e-06,0.607814249891634,3.102041e-06,0.3682890681922957,2e-12,2.3744951674867976e-07,5.7e-11,6.767311227337373e-06,0.6317039270469603,0.3682960729530397,0.0238896771553263,0.9761103228446737
m4-v1,b06,43,1,True,4,1,11.46737476,9.675183e-06,9.675242640432707e-06,2.31137e-07,0.02388966004801973,5.880719e-06,0.6078143168247859,3.563267e-06,0.36828909819858835,2e-12,2.0671428674785715e-07,6.5e-11,6.718214319305357e-06,0.6317039768728056,0.36829602312719445,0.02388966004801973,0.9761103399519803
m4-v1,b06,47,1,True,4,1,11.46737476,1.0420022e-05,1.0420088205519273e-05,2.4893e-07,0.023889568829414967,6.333443e-06,0.6078143352576083,3.837584e-06,0.36828918614333994,2e-12,1.9193804546993103e-07,7e-11,6.717831591447587e-06,0.6317039040870233,0.36829609591297674,0.023889568829414967,0.976110431170585
m4-v1,b06,7,2,False,4,1,11.46737476,2.1311655e-05,2.131178847564818e-05,5.09126e-07,0.023889550420307454,1.2953537e-05,0.6078145199475535,7.848855e-06,0.3682892196905722,2e-12,9.384533659764951e-08,1.41e-10,6.616096230134291e-06,0.631704070367861,0.368295929632139,0.023889550420307454,0.9761104495796925
m4-v1,b06,53,1,True,4,1,11.46737476,9.930288e-06,9.930350865084152e-06,2.37231e-07,0.02388962502016557,6.035775e-06,0.6078143305726901,3.65722e-06,0.3682891966743382,2e-12,2.0140390606763508e-07,6.6e-11,6.646328900231958e-06,0.6317039555928556,0.36829604440714436,0.02388962502016557,0.9761103749798344
m4-v1,b06,59,1,False,4,1,11.46737476,1.1269008e-05,1.1269078439050396e-05,2.69212e-07,0.02388957898179912,6.849469e-06,0.6078144015084195,4.150256e-06,0.3682891866138422,2e-12,1.7747781660400812e-07,7.5e-11,6.655418122650305e-06,0.6317039804902186,0.3682960195097814,0.02388957898179912,0.9761104210182009
m4-v1,b06,61,1,False,4,1,11.46737476,1.1552138e-05,1.1552210735075458e-05,2.75976e-07,0.02388959140398527,7.021559e-06,0.6078143589622844,4.25453e-06,0.36828921107631624,2e-12,1.7312803580010775e-07,7.7e-11,6.6654293783041494e-06,0.6317039503662697,0.3682960496337303,0.02388959140398527,0.9761104085960147
m4-v1,b06,2,6,False,4,1,11.46737476,5.7742937e-05,5.77432970089912e-05,1.37945e-06,0.023889498948997126,3.5097006e-05,0.6078146275326731,2.1266107e-05,0.36828927530955125,2e-12,3.463626655405724e-08,3.79e-10,6.563572511993846e-06,0.6317041264816703,0.3682958735183297,0.023889498948997126,0.9761105010510028
m4-v1,b06,67,1,False,4,1,11.46737476,1.2104232e-05,1.2104306437424006e-05,2.89165e-07,0.023889566612949945,7.35713e-06,0.607814386994043,4.45786e-06,0.36828918929056087,2e-12,1.6523138424740162e-07,8.1e-11,6.691871062019766e-06,0.6317039536069928,0.36829604639300717,0.023889566612949945,0.9761104333870501
m4-v1,b06,71,1,False,4,1,11.46737476,9.993114e-06,9.993176619237472e-06,2.38732e-07,0.02388963367900779,6.073962e-06,0.6078143154676102,3.680358e-06,0.3682891461036047,2e-12,2.0013767470643056e-07,6.7e-11,6.704612102665423e-06,0.631703949146618,0.368296050853382,0.02388963367900779,0.9761103663209922
m4-v1,b06,73,1,False,4,1,11.46737476,1.1459597e-05,1.145966750269929e-05,2.73765e-07,0.023889571043604216,6.965312e-06,0.607814424286775,4.220448e-06,0.36828919815110517,2e-12,1.7452611578254497e-07,7.6e-11,6.631992399736709e-06,0.6317039953303792,0.36829600466962076,0.023889571043604216,0.9761104289563958
m4-v1,b06,79,1,False,4,1,11.46737476,1.2401159e-05,1.2401238191005743e-05,2.96259e-07,0.023889608444883328,7.537607e-06,0.6078143780996077,4.567215e-06,0.36828915926131467,2e-12,1.6127515751341447e-07,8.3e-11,6.6929190368067006e-06,0.6317039865444911,0.3682960134555089,0.023889608444883328,0.9761103915551167
m4-v1,b06,3,4,False,4,1,11.46737476,4.1757428e-05,4.175770228982465e-05,9.97565e-07,0.023889518690252857,2.5380778e-05,0.607814598952608,1.5378815e-05,0.36828927275560086,2e-12,4.789566332069159e-08,2.74e-10,6.5617058749347476e-06,0.6317041176428608,0.36829588235713917,0.023889518690252857,0.9761104813097471
m4-v1,b06,83,1,False,4,1,11.46737476,1.2768809e-05,1.2768891805623385e-05,3.05042e-07,0.02388960730579875,7.76107e-06,0.6078143815370196,4.702617e-06,0.36828919768285484,2e-12,1.5663159372020083e-07,8.5e-11,6.656842733108536e-06,0.6317039888428183,0.3682960111571817,0.02388960730579875,0.9761103926942013
m4-v1,b06,89,1,False,4,1,11.46737476,1.2989868e-05,1.2989951471373508e-05,3.10323e-07,0.023889608167100007,7.895433e-06,0.6078144406943439,4.78403e-06,0.36828917663096655,2e-12,1.5396608158016004e-07,8.6e-11,6.620541507946882e-06,0.6317040488614439,0.36829595113855607,0.023889608167100007,0.9761103918328999
m4-v1,b06,97,1,False,4,1,11.46737476,1.2620641e-05,1.2620720450657966e-05,3.01502e-07,0.023889583473810812,7.671011e-06,0.6078144012743563,4.648048e-06,0.3682892010211521,2e-12,1.5847048095077853e-07,8.4e-11,6.655760199932698e-06,0.631703984748167,0.368296015251833,0.023889583473810812,0.9761104165261892
m4-v1,b06,101,1,False,4,1,11.46737476,1.266152e-05,1.2661599394654098e-05,3.02479e-07,0.023889616464871612,7.695858e-06,0.6078144135232989,4.663103e-06,0.36828917778157233,2e-12,1.5795884319157106e-07,8.4e-11,6.634271414045984e-06,0.6317040299881705,0.36829597001182945,0.023889616464871612,0.9761103835351284
m4-v1,b06,103,1,False,4,1,11.46737476,1.0017231e-05,1.0017295324280917e-05,2.39308e-07,0.023889619074639136,6.088621e-06,0.607814349624118,3.68924e-06,0.36828914317499495,2e-12,1.9965583327460123e-07,6.7e-11,6.688470414699142e-06,0.6317039686987571,0.3682960313012429,0.023889619074639136,0.9761103809253608
m4-v1,b06,107,1,False,4,1,11.46737476,1.0301463e-05,1.0301527749611444e-05,2.46098e-07,0.023889600222104224,6.261381e-06,0.6078143216453574,3.79392e-06,0.3682891859123018,2e-12,1.941470489163197e-07,6.9e-11,6.698073187613029e-06,0.6317039218674617,0.3682960781325383,0.023889600222104224,0.9761103997778958
m4-v1,b06,109,1,False,4,1,11.46737476,1.2922701e-05,1.2922783588815561e-05,3.08718e-07,0.02388957669627579,7.854608e-06,0.6078144463075731,4.759293e-06,0.36828916727741334,2e-12,1.5476633494824266e-07,8.6e-11,6.654952402774434e-06,0.631704023003849,0.368295976996151,0.02388957669627579,0.9761104233037242
m4-v1,b06,113,1,False,4,1,11.46737476,1.0609602e-05,1.0609668604960518e-05,2.53459e-07,0.023889570294249297,6.448673e-06,0.6078143878817777,3.907404e-06,0.3682891612688083,2e-12,1.8850836067568559e-07,7.1e-11,6.692046803986838e-06,0.631703958176027,0.368296041823973,0.023889570294249297,0.9761104297057507
m4-v1,b06,11,2,False,4,1,11.46737476,2.8403062e-05,2.8403239998119044e-05,6.78536e-07,0.02388953109257313,1.7263799e-05,0.6078145639825048,1.0460545e-05,0.36828925071442103,2e-12,7.041492593634863e-08,1.87e-10,6.583795575048598e-06,0.6317040950750779,0.36829590492492215,0.02388953109257313,0.9761104689074269
m4-v1,b06,5,3,False,4,1,11.46737476,4.2126321e-05,4.212659074196271e-05,1.006377e-06,0.02388950263810087,2.5604997e-05,0.6078146096145529,1.5514674e-05,0.36828926481057794,2e-12,4.747624923483122e-08,2.77e-10,6.575460519024125e-06,0.6317041122526538,0.36829588774734623,0.02388950263810087,0.9761104973618991
m4-v1,b06,127,1,False,4,1,11.46737476,1.0684116e-05,1.0684183270483396e-05,2.55239e-07,0.023889562474108773,6.493963e-06,0.607814381003886,3.934847e-06,0.3682892239530773,2e-12,1.8719366925986057e-07,7.1e-11,6.64537525872505e-06,0.6317039434779946,0.36829605652200537,0.023889562474108773,0.9761104375258912
m4-v1,b06,2,7,False,4,1,11.46737476,9.7116045e-05,9.711669721101614e-05,2.320053e-06,0.023889490728983616,5.9028559e-05,0.6078146546547697,3.5766801e-05,0.36828928515637444,2e-12,2.059391809496043e-08,6.36e-10,6.548865954197417e-06,0.6317041453837534,0.3682958546162466,0.023889490728983616,0.9761105092710164
m4-v1,b06,131,1,False,4,1,11.46737476,1.2682097e-05,1.2682176174237228e-05,3.0297e-07,0.023889570996229886,7.708365e-06,0.607814413745102,4.670682e-06,0.3682892340489586,2e-12,1.577025513828424e-07,8.4e-11,6.6235071580793815e-06,0.6317039847413319,0.36829601525866806,0.023889570996229886,0.9761104290037701
