versao,bloco,p,r,T,c,resolved,clearly_detectable,eligible,margin,e_rec,escala_suficiente_F,tau,e_lin_U5.5,d_U5.5,e_lin_U6.0,d_U6.0,e_lin_U7.0,d_U7.0,e_lin_U8.0,d_U8.0,e_lin_U10.0,d_U10.0
m4-v3,d08,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.4853320216797203,-4.8011594699914895e-12,np.float64(6.818745494534579e-05),1e-06,-2.3798736879949516e-11,1.8997577409958026e-11,-1.7819134319563737e-11,1.3017974849572247e-11,-2.732507232780226e-11,2.252391285781077e-11,-1.9997839200377632e-11,1.5196679730386143e-11,-1.4732833765256183e-11,9.931674295264693e-12
m4-v3,d08,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.3489710448811189,1.1271703570514546e-09,np.float64(1.8151870959742142e-05),1e-06,-1.0137020377819569e-10,1.2285405608296504e-09,-8.880499468859358e-11,1.2159753517400482e-09,-1.0773798338007474e-10,1.2349083404315295e-09,-4.101406765225857e-11,1.1681844247037132e-09,4.065273174883171e-12,1.1231050838765715e-09
m4-v3,d08,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.4268506600048612,-4.261228037094611e-10,np.float64(7.63984571499207e-05),1e-06,-2.962161288281865e-11,-3.9650119082664243e-10,-4.240671356632667e-11,-3.8371609014313445e-10,-4.671390288839748e-11,-3.794089008210636e-10,-6.195214585578022e-11,-3.641706578536809e-10,-7.11123210874509e-11,-3.550104826220102e-10
m4-v3,d08,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.3780671567319478,9.528489108845406e-11,np.float64(8.091211876868734e-05),1e-06,-8.528015647038202e-12,1.0381290673549227e-10,-2.5763120196455455e-11,1.2104801128490952e-10,-4.129485179845586e-12,9.941437626829964e-11,-5.150799885482764e-12,1.0043569097393682e-10,-1.1958727677139901e-11,1.0724361876559396e-10
m4-v3,d08,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.3002289140786762,6.312697031773951e-10,np.float64(6.49523645890422e-05),1e-06,8.966554086462144e-11,5.416041623127736e-10,9.05476016478496e-11,5.407221015295455e-10,1.3418431007515307e-10,4.97085393102242e-10,1.5513932127596243e-10,4.761303819014327e-10,1.5938481193944405e-10,4.71884891237951e-10
m4-v3,d08,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.629924661215395,1.854363995690278e-09,np.float64(3.363054232403978e-05),1e-06,1.4900807990364487e-10,1.7053559157866331e-09,1.418324956175261e-10,1.712531500072752e-09,2.4208036598771815e-10,1.6122836297025599e-09,2.5888225227141706e-10,1.595481743418861e-09,2.40188134897504e-10,1.6141758607927741e-09
m4-v3,d08,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.4162441511422679,-5.327804863952679e-10,np.float64(2.6235834598303752e-05),1e-06,-3.737068880234785e-11,-4.9540979759292e-10,-2.73863074463717e-11,-5.053941789488962e-10,-1.4561929036344677e-10,-3.871611960318211e-10,-1.9137972547853792e-10,-3.4140076091672995e-10,-1.7389220521931552e-10,-3.5888828117595235e-10
m4-v3,d08,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.2270451951220003,-3.9507852545028754e-10,np.float64(7.170466434040879e-05),1e-06,-5.746660446952225e-11,-3.376119209807653e-10,-9.205839985788855e-11,-3.03020125592399e-10,-6.856959548437319e-11,-3.2650892996591435e-10,-7.99589026268166e-11,-3.1511962282347096e-10,-9.412926471643315e-11,-3.0094926073385437e-10
m4-v3,d08,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.1775986664565812,-1.157288265218881e-09,np.float64(7.392489867051742e-05),1e-06,1.2030659015797173e-10,-1.2775948553768527e-09,1.0735622517324621e-10,-1.264644490392127e-09,1.5487918261633508e-10,-1.312167447835216e-09,1.4151433178485273e-10,-1.2988025970037338e-09,1.243082187641237e-10,-1.2815964839830048e-09
m4-v3,d08,2,5,np.float64(3.4657359027997265),np.float64(-0.0390032322597759),True,False,False,0.23312235496685385,1.1699925472896666e-09,np.float64(1.1420690653876096e-05),1e-06,5.080147819467146e-10,6.61977765342952e-10,3.8817892702573675e-10,7.818136202639299e-10,6.109523072819695e-10,5.590402400076971e-10,5.91142913804297e-10,5.788496334853696e-10,5.571470131009075e-10,6.128455341887591e-10
m4-v3,d08,37,1,np.float64(3.6109179126442243),np.float64(-0.1889586950119591),True,True,True,1.1177652128997,-1.6662204949113857e-10,np.float64(5.686389923375712e-05),1e-06,8.799499074388997e-11,-2.5461704023502853e-10,1.0285200096728864e-10,-2.694740504584272e-10,1.256025408911655e-10,-2.922245903823041e-10,1.7107276367131552e-10,-3.376948131624541e-10,1.9594995945191895e-10,-3.6257200894305754e-10
m4-v3,d08,41,1,np.float64(3.713572066704308),np.float64(-0.184607803637099),True,True,True,1.0657575797460268,4.2166181657421475e-10,np.float64(5.94988264529126e-05),1e-06,-2.7084573318622016e-10,6.925075497604349e-10,-2.521941410608651e-10,6.738559576350799e-10,-3.3619156942611876e-10,7.578533860003335e-10,-3.314455956907181e-10,7.531074122649328e-10,-3.1496305602841006e-10,7.366248726026248e-10
m4-v3,d08,43,1,np.float64(3.7612001156935624),np.float64(-0.18257543342631882),True,True,True,1.0592796565947298,9.231175823742888e-10,np.float64(6.606970600361487e-05),1e-06,-4.077685133017086e-12,9.271952675073059e-10,5.795752661618765e-11,8.651600557581011e-10,-2.1397689097637978e-11,9.445152714719267e-10,-3.9280989369500876e-11,9.623985717437897e-10,-3.4286179225438786e-11,9.574037615997276e-10
m4-v3,d08,47,1,np.float64(3.8501476017100584),np.float64(-0.17876338822837304),True,True,True,1.0034932783162085,-2.1835263597225207e-09,np.float64(5.913702021584043e-05),1e-06,-3.832118143050459e-10,-1.8003145454174748e-09,-3.616246692840743e-10,-1.8219016904384464e-09,-4.659505544674374e-10,-1.7175758052550835e-09,-4.6129862373456434e-10,-1.7222277359879565e-09,-4.4133267528867646e-10,-1.7421936844338442e-09
m4-v3,d08,7,2,np.float64(3.8918202981106265),np.float64(-0.08848606258138285),True,False,False,0.487298012690939,4.734495018254847e-10,np.float64(3.116373925959916e-05),1e-06,-6.70393882653262e-11,5.40488890090811e-10,-3.3903299634301983e-11,5.073528014597867e-10,2.628047652349016e-11,4.4716902530199456e-10,9.957418210148003e-11,3.738753197240047e-10,1.0648689599047851e-10,3.669626058350062e-10
m4-v3,d08,53,1,np.float64(3.970291913552122),np.float64(-0.1735939685443537),True,False,False,0.9803353282461048,1.7778356564690512e-10,np.float64(5.870478099400623e-05),1e-06,4.126481869806306e-10,-2.348646213337255e-10,5.213318081745691e-10,-3.43548242527664e-10,4.926639097287159e-10,-3.1488034408181074e-10,5.27789379355283e-10,-3.5000581370837793e-10,5.573256409963509e-10,-3.795420753494458e-10
m4-v3,d08,59,1,np.float64(4.07753744390572),np.float64(-0.16897485378921837),True,False,False,0.9124736998181777,1.1235217201033265e-09,np.float64(5.1998395008284693e-05),1e-06,5.458746233872435e-10,5.77647096716083e-10,4.916981521223105e-10,6.31823567981016e-10,5.947140151624513e-10,5.288077049408752e-10,5.765670843798252e-10,5.469546357235013e-10,5.603693179479437e-10,5.631524021553828e-10
m4-v3,d08,61,1,np.float64(4.110873864173311),np.float64(-0.16754032791775322),True,False,False,0.920090856286093,1.5406622644320578e-09,np.float64(5.009390715052381e-05),1e-06,5.079492912650427e-10,1.032712973167015e-09,5.795097444388698e-10,9.61152519993188e-10,6.060435606825249e-10,9.34618703749533e-10,6.799943426122021e-10,8.606679218198557e-10,7.215858835175829e-10,8.190763809144749e-10
m4-v3,d08,2,6,np.float64(4.1588830833596715),np.float64(-0.02757945001908145),True,False,False,0.14944996585276174,1.3431787460049804e-08,np.float64(9.048767452162108e-06),1e-06,3.7474163618886253e-10,1.3057045823860942e-08,1.3064002392749493e-09,1.2125387220774855e-08,3.890672353234892e-10,1.3042720224726314e-08,1.7531558037589003e-10,1.3256471879673914e-08,2.1771459267281258e-10,1.3214072867376991e-08
m4-v3,d08,67,1,np.float64(4.204692619390966),np.float64(-0.16351100147025147),True,False,False,0.8739292055778813,-2.529679798968232e-10,np.float64(5.4895477783821135e-05),1e-06,-8.216558100839072e-10,5.68687830187084e-10,-7.781166412303666e-10,5.251486613335434e-10,-9.458108890195274e-10,6.928429091227042e-10,-1.030524811300008e-09,7.775568314031848e-10,-1.0538865582922527e-09,8.009185783954295e-10
m4-v3,d08,71,1,np.float64(4.2626798770413155),np.float64(-0.16102884271275783),True,False,False,0.846159957609964,2.592158931946642e-09,np.float64(5.8897289386782985e-05),1e-06,2.0311079245165863e-09,5.610510074300557e-10,2.1980401885067374e-09,3.9411874343990466e-10,2.309334878758394e-09,2.8282405318824784e-10,2.3884908773005255e-09,2.0366805464611652e-10,2.4174342093032057e-09,1.747247226434363e-10
m4-v3,d08,73,1,np.float64(4.290459441148391),np.float64(-0.1598425863444375),True,False,False,0.8259109838508162,-2.18179641020555e-09,np.float64(5.117334876733505e-05),1e-06,-2.310397365724031e-09,1.2860095551848132e-10,-2.496832752529559e-09,3.15036342324009e-10,-2.6181454675500192e-09,4.363490573444694e-10,-2.6915857028510005e-09,5.097892926454507e-10,-2.7119414468516167e-09,5.301450366460669e-10
m4-v3,d08,79,1,np.float64(4.3694478524670215),np.float64(-0.15648155106679665),True,False,False,0.8166670461703381,-1.7704273602703324e-09,np.float64(5.132861868709629e-05),1e-06,-2.174358151262575e-09,4.039307909922427e-10,-2.0442444665419535e-09,2.7381710627162105e-10,-2.326139304274964e-09,5.557119440046315e-10,-2.3874579137408353e-09,6.170305534705029e-10,-2.3915573444530335e-09,6.21129984182701e-10
m4-v3,d08,3,4,np.float64(4.394449154672439),np.float64(-0.03885546139622887),True,False,False,0.19911174937386006,-9.520403909668573e-09,np.float64(1.4854298731341918e-05),1e-06,-6.626666782750484e-09,-2.893737126918089e-09,-5.915843435939968e-09,-3.604560473728605e-09,-7.02810008153714e-09,-2.4923038281314334e-09,-7.364711173703905e-09,-2.1556927359646683e-09,-7.412537097710507e-09,-2.1078668119580665e-09
m4-v3,d08,83,1,np.float64(4.418840607796598),np.float64(-0.15439008898017337),True,False,False,0.7901788965328804,3.936785786251562e-09,np.float64(5.153753669910167e-05),1e-06,2.600306958342591e-09,1.3364788279089712e-09,2.522103939432664e-09,1.414681846818898e-09,2.747879651332804e-09,1.188906134918758e-09,2.724238189150161e-09,1.2125475971014011e-09,2.691358209900806e-09,1.2454275763507561e-09
m4-v3,d08,89,1,np.float64(4.48863636973214),np.float64(-0.15145009428891956),True,False,False,0.781976846472335,-2.4044001234457824e-09,np.float64(4.796662895962084e-05),1e-06,-2.2582162520841698e-09,-1.4618387136161258e-10,-2.7435535503043077e-09,3.391534268585254e-10,-2.5270460439077146e-09,1.226459204619322e-10,-2.522715156598226e-09,1.1831503315244368e-10,-2.5559319536724107e-09,1.5153183022662834e-10
m4-v3,d08,97,1,np.float64(4.574710978503383),np.float64(-0.14785224441209735),True,False,False,0.749584138206447,-1.8315099437060667e-09,np.float64(4.3361174543134266e-05),1e-06,-3.7664412550345004e-09,1.9349313113284338e-09,-3.4459187365803698e-09,1.6144087928743031e-09,-3.7680097815173945e-09,1.936499837811328e-09,-3.773418822096191e-09,1.941908878390124e-09,-3.759386713309701e-09,1.927876769603634e-09
m4-v3,d08,101,1,np.float64(4.61512051684126),np.float64(-0.14617479278578105),True,False,False,0.7231813070564135,-2.4037196677539896e-09,np.float64(4.5638072155611624e-05),1e-06,-2.9366691856397927e-09,5.329495178858031e-10,-2.6933926421744776e-09,2.8967297442048803e-10,-2.899396357181434e-09,4.956766894274442e-10,-2.84751272290911e-09,4.437930551551206e-10,-2.8229791177554193e-09,4.1925945000142967e-10
m4-v3,d08,103,1,np.float64(4.634728988229636),np.float64(-0.145363663339395),True,False,False,0.7109470967773275,1.353062017983575e-08,np.float64(4.319353248274039e-05),1e-06,1.3134427369321556e-08,3.9619281051419445e-10,1.379363542965911e-08,-2.6301524982336005e-10,1.3847089588986355e-08,-3.164694091506045e-10,1.3926614959463239e-08,-3.959947796274885e-10,1.3943131314375706e-08,-4.125111345399553e-10
m4-v3,d08,107,1,np.float64(4.672828834461906),np.float64(-0.14379312149769535),True,False,False,0.7061118685908101,-5.5847537705489e-09,np.float64(4.254736710665497e-05),1e-06,-5.592550588058565e-09,7.796817509664626e-12,-6.149113685787303e-09,5.64359915238403e-10,-5.964137224641316e-09,3.7938345409241596e-10,-6.046555578058052e-09,4.6180180750915134e-10,-6.122523853158621e-09,5.377700826097203e-10
m4-v3,d08,109,1,np.float64(4.6913478822291435),np.float64(-0.14303243005044233),True,False,False,0.6929287216900522,-1.4621350019616841e-08,np.float64(4.186809970167404e-05),1e-06,-1.2484193790359217e-08,-2.1371562292576245e-09,-1.3217418778890202e-08,-1.4039312407266396e-09,-1.308141878320843e-08,-1.5399312364084114e-09,-1.317438617615655e-08,-1.4469638434602908e-09,-1.3250708147509569e-08,-1.3706418721072724e-09
m4-v3,d08,113,1,np.float64(4.727387818712341),np.float64(-0.14155725660115417),True,False,False,0.6903204250484947,-6.459075829745586e-09,np.float64(4.709915982081296e-05),1e-06,-6.803737109594478e-09,3.446612798488913e-10,-7.845041607271017e-09,1.3859657775254306e-09,-7.455300449138975e-09,9.962246193933883e-10,-7.444603559308021e-09,9.855277295624347e-10,-7.461745830980621e-09,1.002670001235035e-09
m4-v3,d08,11,2,np.float64(4.795790545596741),np.float64(-0.06938852466955447),True,False,False,0.3376920690303951,-6.149006936961854e-08,np.float64(2.5477395135021654e-05),1e-06,-5.96989884616658e-08,-1.7910809079527397e-09,-5.92438975970462e-08,-2.2461717725723362e-09,-5.987703546982422e-08,-1.613033899794315e-09,-6.015460467234274e-08,-1.3354646972757957e-09,-6.015690743724802e-08,-1.3331619323705153e-09
m4-v3,d08,5,3,np.float64(4.828313737302301),np.float64(-0.04582150488104508),True,False,False,0.22501984805767597,5.079267639818141e-07,np.float64(1.5047919787482154e-05),1e-06,5.114085173357177e-07,-3.481753353903529e-09,5.145023121142744e-07,-6.5755481324602765e-09,5.16287167825075e-07,-8.360403843260828e-09,5.168068384073867e-07,-8.880074425572608e-09,5.169119738793385e-07,-8.985209897524331e-09
m4-v3,d08,127,1,np.float64(4.844187086458591),np.float64(-0.13682617124428062),True,False,False,0.6678568040246131,2.458842658370486e-07,np.float64(5.207066717577775e-05),1e-06,2.4445499145496474e-07,1.4292743820838508e-09,2.464507253782956e-07,-5.664595412469898e-10,2.469323063918041e-07,-1.0480405547555037e-09,2.471602819768429e-07,-1.2760161397942873e-09,2.472356588168646e-07,-1.3513929798160183e-09
m4-v3,d08,2,7,np.float64(4.852030263919617),np.float64(-0.01950161612988795),True,False,False,0.0946271263275982,8.974075440537632e-07,np.float64(6.757179162069241e-06),1e-06,9.055322472525234e-07,-8.124703198760208e-09,8.997662034839375e-07,-2.3586594301742935e-09,9.051069085239388e-07,-7.699364470175567e-09,9.055325234304895e-07,-8.124979376726326e-09,9.049719802530833e-07,-7.564436199320082e-09
m4-v3,d08,131,1,np.float64(4.875197323201151),np.float64(-0.1355834491603077),True,False,False,0.650947128614092,3.358963520661007e-07,np.float64(3.982699251731301e-05),1e-06,3.346690485376606e-07,1.2273035284401147e-09,3.3499237064352045e-07,9.039814225802408e-10,3.358642031554789e-07,3.214891062176607e-11,3.3598606427176146e-07,-8.971220566077451e-11,3.359806053061935e-07,-8.425324009281954e-11
m4-v3,d08,137,1,np.float64(4.919980925828125),np.float64(-0.13379912176069506),True,False,False,0.6275814250266254,-2.564731205190185e-07,np.float64(4.766381224853501e-05),1e-06,-2.563342808136534e-07,-1.3883970536506927e-10,-2.589455241612627e-07,2.4724036422441802e-09,-2.58199245924267e-07,1.7261254052484894e-09,-2.5814971342361265e-07,1.6765929045941545e-09,-2.581673864460715e-07,1.6942659270530202e-09
m4-v3,d08,139,1,np.float64(4.9344739331306915),np.float64(-0.13322434272608064),True,False,False,0.6262661748426795,-7.529380451343215e-07,np.float64(4.004425191048452e-05),1e-06,-7.500626916079489e-07,-2.8753535263725986e-09,-7.505456794623671e-07,-2.3923656719544264e-09,-7.507279529951513e-07,-2.210092139170194e-09,-7.509491758705946e-07,-1.988869263726891e-09,-7.510349812672719e-07,-1.903063867049637e-09
m4-v3,d09,2,1,np.float64(0.6931471805599453),np.float64(-0.1560129290391036),True,True,True,1.1624109872736135,2.6262569896573495e-10,np.float64(5.362208930112401e-05),1e-06,-5.022604416011916e-12,2.6764830338174686e-10,-4.263895113376263e-12,2.668895940791112e-10,-7.567756878425802e-12,2.701934558441608e-10,-7.073525040903269e-12,2.696992240066382e-10,-7.55183235258339e-12,2.7017753131831833e-10
m4-v3,d09,3,1,np.float64(1.0986122886681098),np.float64(-0.20189889986939866),True,True,True,1.5032096632542369,3.3075964189777096e-10,np.float64(7.486517259357671e-05),1e-06,-8.001617624217075e-13,3.3155980366019266e-10,6.112197277045714e-13,3.301484221700664e-10,-3.6739156879304465e-13,3.31127033466564e-10,-9.46518248591866e-13,3.3170616014636283e-10,-4.609215729222841e-12,3.353688576269938e-10
m4-v3,d09,2,2,np.float64(1.3862943611198906),np.float64(-0.1103178000763258),True,False,False,0.818583181350414,4.417044507931678e-10,np.float64(3.400113656947466e-05),1e-06,2.07289771129785e-12,4.396315530818699e-10,1.7208399451855046e-11,4.244960513413127e-10,2.6925526740225e-12,4.390118981191453e-10,2.0872733621751828e-11,4.20831717171416e-10,9.791198373937164e-12,4.319132524192306e-10
m4-v3,d09,5,1,np.float64(1.6094379124341003),np.float64(-0.22910752440522542),True,True,True,1.6247114854553206,1.8959434022747246e-10,np.float64(6.697063952643926e-05),1e-06,1.1844715610970138e-11,1.777496246165023e-10,5.68905909644953e-12,1.8390528113102293e-10,1.7148062200783572e-11,1.7244627802668887e-10,9.64923894290923e-12,1.7994510128456323e-10,1.1974563084859583e-11,1.776197771426129e-10
m4-v3,d09,7,1,np.float64(1.9459101490553132),np.float64(-0.23411211608563706),True,True,True,1.6193880547421882,5.4330984156081286e-11,np.float64(7.883105824076126e-05),1e-06,-9.82390141669319e-12,6.415488557277447e-11,-6.076316316516397e-12,6.040730047259768e-11,-1.2396658883537278e-11,6.672764303961857e-11,-1.0136343750586052e-11,6.446732790666734e-11,-1.3640380378944042e-11,6.797136453502533e-11
m4-v3,d09,2,3,np.float64(2.0794415416798357),np.float64(-0.0780064645195518),True,False,False,0.5418860887485712,1.8566237436346e-10,np.float64(2.2886799404058907e-05),1e-06,5.908787173099166e-11,1.2657450263246833e-10,4.807893612673321e-11,1.375834382367268e-10,7.92921745928404e-11,1.063701997706196e-10,7.068460757429745e-11,1.1497776678916255e-10,7.38242538161523e-11,1.1183812054730771e-10
m4-v3,d09,3,2,np.float64(2.1972245773362196),np.float64(-0.1165663841886866),True,False,False,0.8092703300042041,8.574121412863178e-10,np.float64(3.9744261085645214e-05),1e-06,8.480963297311918e-12,8.489311779890059e-10,3.458420372766699e-11,8.228279375586508e-10,1.260889635923597e-11,8.448032449270819e-10,3.3166045137939694e-11,8.242460961483782e-10,2.4139800397965076e-11,8.332723408883527e-10
m4-v3,d09,11,1,np.float64(2.3978952727983707),np.float64(-0.23013570108523157),True,True,True,1.5412064532975245,1.0156897545243737e-10,np.float64(6.903973130722084e-05),1e-06,1.5003053566745793e-11,8.656592188569158e-11,8.534330533036029e-12,9.303464491940134e-11,2.2928534164327984e-11,7.864044128810939e-11,6.703289825930597e-12,9.486568562650678e-11,2.027509612959791e-12,9.954146583947758e-11
m4-v3,d09,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.4981470304021478,1.2451768505172822e-09,np.float64(8.234280247110567e-05),1e-06,2.0714887680492076e-11,1.2244619628367902e-09,3.3588693243672395e-11,1.2115881572736098e-09,2.764764917059084e-11,1.2175292013466914e-09,3.8865369693445753e-11,1.2063114808238364e-09,3.573318913423638e-11,1.2094436613830459e-09
m4-v3,d09,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.36144498511736933,-2.0620937180027e-09,np.float64(1.6259597127983315e-05),1e-06,-1.10005041098165e-11,-2.0510932138928834e-09,-7.5336107281082e-11,-1.986757610721618e-09,-2.2983840817949078e-11,-2.0391098771847506e-09,-1.1422911181568942e-10,-1.9478646061870105e-09,-1.0349337511732757e-10,-1.9586003428853723e-09
m4-v3,d09,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.4008726101045907,-5.031267624744373e-10,np.float64(6.503925368763249e-05),1e-06,-7.920036179861026e-12,-4.952067262945763e-10,1.4551247434016238e-11,-5.176780099084536e-10,-9.211839926777627e-12,-4.939149225476597e-10,9.054607714550759e-12,-5.121813701889881e-10,7.880679095264346e-12,-5.110074415697017e-10
m4-v3,d09,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.3862732924723613,3.2524449800064303e-10,np.float64(7.48934146459016e-05),1e-06,-3.3777549531766666e-11,3.590220475324097e-10,-3.1179173767512013e-11,3.56423671768155e-10,-3.958630597402657e-11,3.648308039746696e-10,-5.372944358481152e-11,3.7897394158545456e-10,-5.7073021020066596e-11,3.8231751902070966e-10
m4-v3,d09,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.2912822079153454,5.329359176187154e-10,np.float64(6.637762759965228e-05),1e-06,-7.268653579045907e-11,6.056224534091744e-10,-7.783393966376979e-11,6.107698572824852e-10,-8.534316506442153e-11,6.182790826831369e-10,-9.108577476656917e-11,6.240216923852845e-10,-9.27985474293325e-11,6.257344650480479e-10
m4-v3,d09,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.6228851111179172,1.4865919606421585e-09,np.float64(3.9348121108272794e-05),1e-06,1.4917971217928526e-10,1.3374122484628731e-09,1.1337761690639275e-10,1.3732143437357658e-09,1.6681501810902877e-10,1.3197769425331298e-09,1.7755094865435774e-10,1.3090410119878006e-09,1.8826675999719883e-10,1.2983252006449597e-09
m4-v3,d09,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.41728110609785557,-2.086318784400021e-09,np.float64(2.1530877383544373e-05),1e-06,-3.435951371710732e-11,-2.0519592706829136e-09,-1.5231146801963813e-10,-1.9340073163803826e-09,-1.0440883629939613e-10,-1.981909948100625e-09,-1.0847289530702918e-10,-1.9778458890929917e-09,-5.892041502256268e-11,-2.0273983693774583e-09
m4-v3,d09,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.204720891202721,-6.731366575252196e-10,np.float64(6.225798060533171e-05),1e-06,4.310721576293619e-11,-7.162438732881557e-10,9.969073174031902e-12,-6.831057306992515e-10,4.2210485607460004e-11,-7.153471431326796e-10,-3.6363017764660343e-13,-6.72773027347573e-10,-8.080072369053247e-13,-6.723286502883142e-10
m4-v3,d09,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.1813446206612694,2.416657984838366e-10,np.float64(5.7404222357982655e-05),1e-06,3.9239800900326164e-11,2.0242599758351045e-10,-2.3186023113983176e-11,2.648518215978198e-10,2.666998088010979e-11,2.1499581760372683e-10,7.28274635939273e-12,2.343830521244439e-10,1.7165673292309883e-11,2.2450012519152673e-10
m4-v3,d09,2,5,np.float64(3.4657359027997265),np.float64(-0.0390032322597759),True,False,False,0.2294141452068271,2.4480861782194552e-11,np.float64(1.21960771108432e-05),1e-06,-9.333464267540555e-10,9.5782728853625e-10,-7.791441435041981e-10,8.036250052863927e-10,-1.0321806532524562e-09,1.0566615150346508e-09,-9.37956381358737e-10,9.624372431409315e-10,-9.505346923865375e-10,9.75015554168732e-10
m4-v3,d09,37,1,np.float64(3.6109179126442243),np.float64(-0.1889586950119591),True,True,True,1.118901785469598,-1.4415861837591137e-09,np.float64(5.803240057829284e-05),1e-06,-8.97183044566706e-11,-1.3518678793024432e-09,-1.6313123693852424e-10,-1.2784549468205894e-09,-1.345232331276541e-10,-1.3070629506314597e-09,-1.7427370602873506e-10,-1.2673124777303787e-09,-1.6417674373445903e-10,-1.2774094400246548e-09
m4-v3,d09,41,1,np.float64(3.713572066704308),np.float64(-0.184607803637099),True,True,True,1.068944652830664,-1.0370345693289096e-09,np.float64(6.074229519881142e-05),1e-06,-2.0325776439190496e-11,-1.0167087928897192e-09,1.474700016441224e-11,-1.051781569493322e-09,1.6848088677908194e-12,-1.0387193781967004e-09,-3.084153192037469e-11,-1.0061930374085349e-09,-4.794047222328625e-11,-9.890940971056233e-10
m4-v3,d09,43,1,np.float64(3.7612001156935624),np.float64(-0.18257543342631882),True,True,True,1.0188066008618286,-5.066229658012844e-10,np.float64(5.5439518447181875e-05),1e-06,1.6135613461503562e-10,-6.6797910041632e-10,6.203238524476642e-11,-5.686553510460508e-10,1.431768018680594e-10,-6.497997676693438e-10,1.173772189429521e-10,-6.240001847442365e-10,1.2778837624980425e-10,-6.344113420510887e-10
m4-v3,d09,47,1,np.float64(3.8501476017100584),np.float64(-0.17876338822837304),True,True,True,1.0104902673571978,4.958788935027769e-11,np.float64(5.903631178119911e-05),1e-06,1.5403601474919793e-10,-1.0444812539892024e-10,8.890403765623283e-11,-3.9316148305955134e-11,1.4433499131399057e-10,-9.474710196371288e-11,7.342886665815506e-11,-2.3840977307877368e-11,6.853124715328269e-11,-1.8943357803005e-11
m4-v3,d09,7,2,np.float64(3.8918202981106265),np.float64(-0.08848606258138285),True,False,False,0.49696346339696695,-1.1390925980236943e-09,np.float64(2.6713424912311262e-05),1e-06,7.874815568918975e-10,-1.926574154915592e-09,9.6883337289342e-10,-2.1079259709171144e-09,9.438651259975747e-10,-2.082957724021269e-09,1.0241168907728894e-09,-2.1632094887965838e-09,1.0135100758874852e-09,-2.1526026739111795e-09
m4-v3,d09,53,1,np.float64(3.970291913552122),np.float64(-0.1735939685443537),True,False,False,0.9692794159549663,-1.4370040712918808e-09,np.float64(5.3318229727684846e-05),1e-06,-5.997236188452001e-10,-8.372804524466807e-10,-6.413360450199127e-10,-7.956680262719681e-10,-6.563015635673204e-10,-7.807025077245604e-10,-6.720859999754886e-10,-7.649180713163921e-10,-6.745261678758909e-10,-7.624779034159899e-10
m4-v3,d09,59,1,np.float64(4.07753744390572),np.float64(-0.16897485378921837),True,False,False,0.9440693381269705,-4.781398610376186e-10,np.float64(5.0543874164009185e-05),1e-06,-2.3531852328077423e-10,-2.428213377568444e-10,-2.7011370544845935e-10,-2.0802615558915928e-10,-3.036846875805589e-10,-1.7445517345705974e-10,-2.373633025199157e-10,-2.4077655851770294e-10,-2.1045666582262964e-10,-2.67683195214989e-10
m4-v3,d09,61,1,np.float64(4.110873864173311),np.float64(-0.16754032791775322),True,False,False,0.9115271740581279,1.5054402169312198e-11,np.float64(5.134578532450957e-05),1e-06,-6.095394816689632e-10,6.245938838382754e-10,-4.651160483548175e-10,4.801704505241297e-10,-6.044495825579396e-10,6.195039847272518e-10,-5.228327265830393e-10,5.378871287523515e-10,-5.159315135417446e-10,5.309859157110568e-10
m4-v3,d09,2,6,np.float64(4.1588830833596715),np.float64(-0.02757945001908145),True,False,False,0.15420702347605167,-5.407055914119496e-10,np.float64(9.732191639437806e-06),1e-06,-1.0932391917376593e-10,-4.313816722381837e-10,2.8700377474946747e-10,-8.277093661614171e-10,6.627311425717248e-11,-6.069787056691221e-10,6.052137247972157e-10,-1.1459193162091652e-09,6.839734002706734e-10,-1.2246789916826229e-09
